sample_id,dataset,censoring_rate,unit_id,anchor_time,duration,event,event_type,horizon_1,horizon_2,horizon_3,horizon_4,static_feature_1,static_feature_2,seq_feature_mean_1,seq_feature_std_1,seq_feature_last_1,missing_rate,padding_rate,source_frame
sample_0016,azure,0,unit_0016,7970,790,0,0,24,72,168,336,3,0,174.91284,16.103671,146.472549,0,0,azure_0_frame.npz
sample_0017,azure,0,unit_0017,8544,192,1,1,24,72,168,336,2,0,175.163046,14.543192,146.274185,0,0,azure_0_frame.npz
sample_0018,azure,0,unit_0018,419,1669,1,1,24,72,168,336,5,0,174.605988,11.239243,174.612991,0,0,azure_0_frame.npz
sample_0019,azure,0,unit_0019,6761,103,1,1,24,72,168,336,20,0,167.930766,14.08036,167.929504,0,0,azure_0_frame.npz
sample_0020,azure,0,unit_0020,2841,2391,1,1,24,72,168,336,20,0,170.357843,18.773972,151.438431,0,0,azure_0_frame.npz
sample_0021,azure,0,unit_0021,7253,1507,0,0,24,72,168,336,5,0,172.32074,11.976313,158.212173,0,0,azure_0_frame.npz
sample_0022,azure,0,unit_0022,4607,865,1,1,24,72,168,336,16,0,167.008048,14.040662,168.228455,0,0,azure_0_frame.npz
sample_0023,azure,0,unit_0023,1895,961,1,1,24,72,168,336,4,0,168.226579,14.247376,180.699753,0,0,azure_0_frame.npz
sample_0024,azure,0,unit_0024,5781,1155,1,1,24,72,168,336,17,0,170.850359,13.436987,167.282425,0,0,azure_0_frame.npz
sample_0025,azure,0,unit_0025,4715,541,1,1,24,72,168,336,15,0,197.580639,13.420639,201.080643,0,0,azure_0_frame.npz
sample_0026,azure,0,unit_0026,89,1327,1,1,24,72,168,336,15,0,175.074616,13.700471,205.700119,0,0,azure_0_frame.npz
sample_0027,azure,0,unit_0027,5902,1394,1,1,24,72,168,336,14,0,170.164895,12.621658,157.725739,0,0,azure_0_frame.npz
sample_0028,azure,0,unit_0028,2488,344,1,1,24,72,168,336,10,0,176.929195,13.544294,162.34613,0,0,azure_0_frame.npz
sample_0029,azure,0,unit_0029,5520,144,1,1,24,72,168,336,12,0,169.962245,15.465017,175.971893,0,0,azure_0_frame.npz
sample_0030,azure,0,unit_0030,89,1087,1,1,24,72,168,336,2,0,171.375454,14.514417,191.941925,0,0,azure_0_frame.npz
sample_0031,azure,0,unit_0031,6796,380,1,1,24,72,168,336,15,0,174.953336,13.893439,181.225601,0,0,azure_0_frame.npz
sample_0032,azure,0,unit_0032,8596,164,0,0,24,72,168,336,10,0,171.370275,17.849757,162.750458,0,0,azure_0_frame.npz
sample_0033,azure,0,unit_0033,6044,820,1,1,24,72,168,336,7,0,165.344712,9.593688,159.723053,0,0,azure_0_frame.npz
sample_0034,azure,0,unit_0034,4536,480,1,1,24,72,168,336,3,0,170.137085,13.171592,171.861023,0,0,azure_0_frame.npz
sample_0035,azure,0,unit_0035,8667,93,0,0,24,72,168,336,10,0,161.636992,14.320515,161.162598,0,0,azure_0_frame.npz
sample_0036,azure,0,unit_0036,2591,457,1,1,24,72,168,336,4,0,165.985365,18.205346,155.471588,0,0,azure_0_frame.npz
sample_0037,azure,0,unit_0037,706,590,1,1,24,72,168,336,9,0,174.334019,17.746087,163.665588,0,0,azure_0_frame.npz
sample_0038,azure,0,unit_0038,2771,2053,1,1,24,72,168,336,8,0,169.280589,15.122347,208.990936,0,0,azure_0_frame.npz
sample_0039,azure,0,unit_0039,5324,436,1,1,24,72,168,336,14,0,170.223356,14.19927,159.916336,0,0,azure_0_frame.npz
sample_0040,azure,0,unit_0040,8529,231,0,0,24,72,168,336,9,0,166.897031,17.067197,180.683685,0,0,azure_0_frame.npz
sample_0041,azure,0,unit_0041,5795,2149,1,1,24,72,168,336,3,0,175.716682,13.850357,173.243546,0,0,azure_0_frame.npz
sample_0042,azure,0,unit_0042,2660,412,1,1,24,72,168,336,14,0,168.045231,14.206155,158.896225,0,0,azure_0_frame.npz
sample_0043,azure,0,unit_0043,4641,111,1,1,24,72,168,336,16,0,169.46309,14.238872,182.83551,0,0,azure_0_frame.npz
sample_0044,azure,0,unit_0044,5326,1226,1,1,24,72,168,336,6,0,162.350227,14.814011,160.902039,0,0,azure_0_frame.npz
sample_0045,azure,0,unit_0045,6761,175,1,1,24,72,168,336,18,0,167.801584,16.365821,192.097198,0,0,azure_0_frame.npz
sample_0046,azure,0,unit_0046,2227,1133,1,1,24,72,168,336,14,0,167.500419,16.059921,185.110107,0,0,azure_0_frame.npz
sample_0047,azure,0,unit_0047,2750,3298,1,1,24,72,168,336,5,0,177.438207,10.974903,175.624374,0,0,azure_0_frame.npz
sample_0048,azure,0,unit_0048,7919,841,0,0,24,72,168,336,12,0,174.307905,13.046691,180.430679,0,0,azure_0_frame.npz
sample_0049,azure,0,unit_0049,7744,1016,0,0,24,72,168,336,10,0,168.898109,13.297871,190.178879,0,0,azure_0_frame.npz
sample_0050,azure,0,unit_0050,139,581,1,1,24,72,168,336,14,0,191.16627,13.418825,187.434875,0,0,azure_0_frame.npz
sample_0051,azure,0,unit_0051,1370,1534,1,1,24,72,168,336,9,0,167.269195,16.763161,173.953217,0,0,azure_0_frame.npz
sample_0052,azure,0,unit_0052,4766,1282,1,1,24,72,168,336,6,0,167.314677,11.579919,151.575211,0,0,azure_0_frame.npz
sample_0053,azure,0,unit_0053,6918,18,1,1,24,72,168,336,17,0,174.270984,16.805131,153.030991,0,0,azure_0_frame.npz
sample_0054,azure,0,unit_0054,3593,151,1,1,24,72,168,336,19,0,170.078102,12.130967,167.104355,0,0,azure_0_frame.npz
sample_0055,azure,0,unit_0055,3627,93,1,1,24,72,168,336,7,0,170.416151,14.867648,169.659058,0,0,azure_0_frame.npz
sample_0056,azure,0,unit_0056,5064,2064,1,1,24,72,168,336,14,0,170.888596,15.82793,170.885651,0,0,azure_0_frame.npz
sample_0057,azure,0,unit_0057,1439,529,1,1,24,72,168,336,2,0,171.998456,13.971843,177.721893,0,0,azure_0_frame.npz
sample_0058,azure,0,unit_0058,8702,58,0,0,24,72,168,336,7,0,176.20146,14.995157,173.749405,0,0,azure_0_frame.npz
sample_0059,azure,0,unit_0059,5643,1317,1,1,24,72,168,336,16,1,170.502299,11.228351,150.862473,0,0,azure_0_frame.npz
sample_0060,azure,0,unit_0060,7760,1000,0,0,24,72,168,336,18,0,169.706984,16.215854,178.373917,0,0,azure_0_frame.npz
sample_0061,azure,0,unit_0061,4977,1599,1,1,24,72,168,336,6,0,167.80773,13.230012,149.655411,0,0,azure_0_frame.npz
sample_0062,azure,0,unit_0062,5640,240,1,1,24,72,168,336,17,0,176.37549,18.350673,213.391693,0,0,azure_0_frame.npz
sample_0063,azure,0,unit_0063,1175,6193,1,1,24,72,168,336,10,0,163.748496,12.354465,159.4776,0,0,azure_0_frame.npz
sample_0064,azure,0,unit_0064,5481,2463,1,1,24,72,168,336,10,0,172.022189,16.282904,173.053986,0,0,azure_0_frame.npz
sample_0065,azure,0,unit_0065,5641,287,1,1,24,72,168,336,2,0,173.445735,17.76167,211.398819,0,0,azure_0_frame.npz
sample_0066,azure,0,unit_0066,2435,2317,1,1,24,72,168,336,14,0,172.589178,17.768272,196.853043,0,0,azure_0_frame.npz
sample_0067,azure,0,unit_0067,1142,778,1,1,24,72,168,336,17,0,167.771918,18.801442,185.741867,0,0,azure_0_frame.npz
sample_0068,azure,0,unit_0068,5606,2386,1,1,24,72,168,336,4,0,167.740038,13.021343,162.595856,0,0,azure_0_frame.npz
sample_0069,azure,0,unit_0069,7026,1734,0,0,24,72,168,336,9,0,170.240926,15.641208,166.902771,0,0,azure_0_frame.npz
sample_0070,azure,0,unit_0070,4765,1547,1,1,24,72,168,336,20,0,172.438155,15.597566,187.470306,0,0,azure_0_frame.npz
sample_0071,azure,0,unit_0071,1071,9,1,1,24,72,168,336,14,0,169.117772,17.813786,165.781189,0,0,azure_0_frame.npz
sample_0072,azure,0,unit_0072,124,620,1,1,24,72,168,336,17,0,170.54118,13.463715,182.908188,0,0,azure_0_frame.npz
sample_0073,azure,0,unit_0073,6498,2118,1,1,24,72,168,336,10,0,170.950634,12.555695,150.545624,0,0,azure_0_frame.npz
sample_0074,azure,0,unit_0074,4221,459,1,1,24,72,168,336,1,0,170.251231,12.698787,175.538223,0,0,azure_0_frame.npz
sample_0075,azure,0,unit_0075,4274,406,1,1,24,72,168,336,18,0,169.879521,16.749256,162.263535,0,0,azure_0_frame.npz
sample_0076,azure,0,unit_0076,7009,1751,0,0,24,72,168,336,15,0,167.674388,16.087929,175.887329,0,0,azure_0_frame.npz
sample_0077,azure,0,unit_0077,3257,895,1,1,24,72,168,336,2,0,174.667381,19.664784,197.579956,0,0,azure_0_frame.npz
sample_0078,azure,0,unit_0078,6816,216,1,1,24,72,168,336,6,0,166.042933,14.844291,161.490326,0,0,azure_0_frame.npz
sample_0079,azure,0,unit_0079,3189,195,1,1,24,72,168,336,14,0,175.295058,15.952152,161.414398,0,0,azure_0_frame.npz
sample_0080,azure,0,unit_0080,5203,77,1,1,24,72,168,336,15,0,169.612324,11.216657,165.712555,0,0,azure_0_frame.npz
sample_0081,azure,0,unit_0081,7057,1583,1,1,24,72,168,336,0,0,163.653873,15.846403,190.164368,0,0,azure_0_frame.npz
sample_0082,azure,0,unit_0082,2102,154,1,1,24,72,168,336,20,0,165.141306,15.426328,167.848129,0,0,azure_0_frame.npz
sample_0083,azure,0,unit_0083,3715,1613,1,1,24,72,168,336,2,0,169.503463,15.15458,162.51741,0,0,azure_0_frame.npz
sample_0084,azure,0,unit_0084,3279,705,1,1,24,72,168,336,1,0,176.401478,17.96813,222.812927,0,0,azure_0_frame.npz
sample_0085,azure,0,unit_0085,2243,805,1,1,24,72,168,336,18,0,165.489843,15.891979,173.403488,0,0,azure_0_frame.npz
sample_0086,azure,0,unit_0086,370,1094,1,1,24,72,168,336,14,0,169.498674,15.985717,140.740433,0,0,azure_0_frame.npz
sample_0087,azure,0,unit_0087,1525,659,1,1,24,72,168,336,15,0,175.243055,13.697598,170.04628,0,0,azure_0_frame.npz
sample_0088,azure,0,unit_0088,6937,1271,1,1,24,72,168,336,11,0,168.623222,17.84846,160.030914,0,0,azure_0_frame.npz
sample_0089,azure,0,unit_0089,1175,361,1,1,24,72,168,336,18,0,168.932711,12.771967,170.758224,0,0,azure_0_frame.npz
sample_0090,azure,0,unit_0090,6199,1385,1,1,24,72,168,336,20,0,167.496458,13.760632,145.981964,0,0,azure_0_frame.npz
sample_0091,azure,0,unit_0091,3062,514,1,1,24,72,168,336,16,0,168.151361,16.71518,165.002213,0,0,azure_0_frame.npz
sample_0092,azure,0,unit_0092,3152,568,1,1,24,72,168,336,19,0,168.819527,17.032073,168.555618,0,0,azure_0_frame.npz
sample_0093,azure,0,unit_0093,7564,644,1,1,24,72,168,336,20,0,164.981232,14.325709,157.12085,0,0,azure_0_frame.npz
sample_0094,azure,0,unit_0094,6690,750,1,1,24,72,168,336,10,0,169.930571,12.815671,168.136841,0,0,azure_0_frame.npz
sample_0095,azure,0,unit_0095,2906,502,1,1,24,72,168,336,17,0,168.936183,15.203974,164.727966,0,0,azure_0_frame.npz
sample_0096,azure,0,unit_0096,4676,52,1,1,24,72,168,336,10,0,171.981284,12.997885,185.489395,0,0,azure_0_frame.npz
sample_0097,azure,0,unit_0097,7776,984,0,0,24,72,168,336,18,0,164.749001,14.807976,151.463409,0,0,azure_0_frame.npz
sample_0098,azure,0,unit_0098,6921,255,1,1,24,72,168,336,20,0,163.931963,11.7292,150.899689,0,0,azure_0_frame.npz
sample_0099,azure,0,unit_0099,4938,1110,1,1,24,72,168,336,17,0,165.342839,18.041291,179.547882,0,0,azure_0_frame.npz
sample_0100,azure,0,unit_0100,684,8076,0,0,24,72,168,336,7,0,166.384209,12.586111,165.539032,0,0,azure_0_frame.npz
sample_0101,azure,0,unit_0004,5345,1135,1,1,24,72,168,336,5,0,169.117791,14.029754,158.824188,0,0,azure_0_frame.npz
sample_0102,azure,0,unit_0010,8534,226,0,0,24,72,168,336,19,0,168.783634,12.469772,179.017227,0,0,azure_0_frame.npz
sample_0103,azure,0,unit_0005,6302,250,1,1,24,72,168,336,16,0,173.527721,13.380387,171.083984,0,0,azure_0_frame.npz
sample_0104,azure,0,unit_0023,2560,296,1,1,24,72,168,336,4,0,166.19865,17.642722,151.968536,0,0,azure_0_frame.npz
sample_0105,azure,0,unit_0007,4518,306,1,1,24,72,168,336,14,0,171.110603,12.471274,169.093979,0,0,azure_0_frame.npz
sample_0106,azure,0,unit_0018,3291,1317,1,1,24,72,168,336,5,0,172.572083,12.778448,167.940491,0,0,azure_0_frame.npz
sample_0107,azure,0,unit_0034,1385,1111,1,1,24,72,168,336,3,0,167.268177,12.298614,173.924973,0,0,azure_0_frame.npz
sample_0108,azure,0,unit_0036,1400,208,1,1,24,72,168,336,4,0,168.432755,18.266441,184.173965,0,0,azure_0_frame.npz
sample_0109,azure,0,unit_0033,7655,1105,0,0,24,72,168,336,7,0,171.050914,14.621912,161.111267,0,0,azure_0_frame.npz
sample_0110,azure,0,unit_0040,4241,367,1,1,24,72,168,336,9,0,168.898969,18.085262,164.082382,0,0,azure_0_frame.npz
sample_0111,azure,0,unit_0039,4553,127,1,1,24,72,168,336,14,0,168.315041,11.968066,166.737091,0,0,azure_0_frame.npz
sample_0112,azure,0,unit_0016,3380,2140,1,1,24,72,168,336,3,0,177.277915,13.567843,163.075363,0,0,azure_0_frame.npz
sample_0113,azure,0,unit_0006,7690,302,1,1,24,72,168,336,14,0,169.632552,12.326187,186.351562,0,0,azure_0_frame.npz
sample_0114,azure,0,unit_0041,2820,5124,1,1,24,72,168,336,3,0,169.562609,14.532749,177.659485,0,0,azure_0_frame.npz
sample_0115,azure,0,unit_0022,8440,320,0,0,24,72,168,336,16,0,168.429108,17.738682,178.541107,0,0,azure_0_frame.npz
sample_0116,azure,0,unit_0043,7656,336,1,1,24,72,168,336,16,0,170.466919,14.242764,180.574142,0,0,azure_0_frame.npz
sample_0117,azure,0,unit_0051,6061,1163,1,1,24,72,168,336,9,0,189.03374,15.83991,192.2612,0,0,azure_0_frame.npz
sample_0118,azure,0,unit_0031,1840,296,1,1,24,72,168,336,15,0,163.507956,15.362413,167.22551,0,0,azure_0_frame.npz
sample_0119,azure,0,unit_0015,8040,720,0,0,24,72,168,336,3,0,171.642826,11.141229,150.739532,0,0,azure_0_frame.npz
sample_0120,azure,0,unit_0035,5235,1965,1,1,24,72,168,336,10,0,175.457722,13.926306,173.102829,0,0,azure_0_frame.npz
sample_0121,azure,0,unit_0005,6427,125,1,1,24,72,168,336,16,0,171.841485,12.946291,174.863556,0,0,azure_0_frame.npz
sample_0122,azure,0,unit_0040,3941,667,1,1,24,72,168,336,9,0,177.829022,14.946803,179.51387,0,0,azure_0_frame.npz
sample_0123,azure,0,unit_0003,3802,1406,1,1,24,72,168,336,14,0,172.023224,16.083135,151.185242,0,0,azure_0_frame.npz
sample_0124,azure,0,unit_0005,7584,48,1,1,24,72,168,336,16,0,167.127699,13.399075,184.83873,0,0,azure_0_frame.npz
sample_0125,azure,0,unit_0043,6409,143,1,1,24,72,168,336,16,0,167.308032,12.43143,158.406052,0,0,azure_0_frame.npz
sample_0126,azure,0,unit_0043,8673,87,0,0,24,72,168,336,16,0,172.478642,12.475123,178.025162,0,0,azure_0_frame.npz
sample_0127,azure,0,unit_0036,8110,650,0,0,24,72,168,336,4,0,162.465976,15.980811,183.841583,0,0,azure_0_frame.npz
sample_0128,azure,0,unit_0003,6796,572,1,1,24,72,168,336,14,0,170.991821,10.348503,182.639099,0,0,azure_0_frame.npz
sample_0129,azure,0,unit_0001,2542,1058,1,1,24,72,168,336,19,0,168.012099,14.946468,159.88887,0,0,azure_0_frame.npz
sample_0130,azure,0,unit_0021,1335,2409,1,1,24,72,168,336,5,0,171.571789,11.725566,162.286469,0,0,azure_0_frame.npz
sample_0131,azure,0,unit_0002,6939,1821,0,0,24,72,168,336,9,0,169.546976,16.446074,168.84317,0,0,azure_0_frame.npz
sample_0132,azure,0,unit_0020,1685,307,1,1,24,72,168,336,20,0,176.596625,13.03141,171.467773,0,0,azure_0_frame.npz
sample_0133,azure,0,unit_0026,3608,1048,1,1,24,72,168,336,15,0,171.57522,16.401057,170.147797,0,0,azure_0_frame.npz
sample_0134,azure,0,unit_0038,2681,2143,1,1,24,72,168,336,8,0,170.785855,15.077174,181.801727,0,0,azure_0_frame.npz
sample_0135,azure,0,unit_0044,3225,87,1,1,24,72,168,336,6,0,168.990346,15.60037,160.252686,0,0,azure_0_frame.npz
sample_0136,azure,0,unit_0051,334,410,1,1,24,72,168,336,9,0,189.207031,14.632672,203.285522,0,0,azure_0_frame.npz
sample_0137,azure,0,unit_0024,6151,785,1,1,24,72,168,336,17,0,161.713499,15.638478,167.589081,0,0,azure_0_frame.npz
sample_0138,azure,0,unit_0053,7619,37,1,1,24,72,168,336,17,0,171.017357,13.876054,167.107254,0,0,azure_0_frame.npz
sample_0139,azure,0,unit_0031,5414,322,1,1,24,72,168,336,15,0,173.440282,13.623089,164.772629,0,0,azure_0_frame.npz
sample_0140,azure,0,unit_0060,4064,256,1,1,24,72,168,336,18,0,173.448639,15.966079,179.840134,0,0,azure_0_frame.npz
sample_0141,azure,0,unit_0047,844,164,1,1,24,72,168,336,5,0,171.199358,17.038653,166.441528,0,0,azure_0_frame.npz
sample_0142,azure,0,unit_0004,8672,88,0,0,24,72,168,336,5,0,170.560574,16.071497,190.962875,0,0,azure_0_frame.npz
sample_0143,azure,0,unit_0014,5310,138,1,1,24,72,168,336,10,0,172.201531,10.712532,175.440491,0,0,azure_0_frame.npz
sample_0144,azure,0,unit_0014,7077,891,1,1,24,72,168,336,10,0,159.332238,13.10331,152.026031,0,0,azure_0_frame.npz
sample_0145,azure,0,unit_0065,7968,792,0,0,24,72,168,336,2,0,174.543978,14.543094,176.75206,0,0,azure_0_frame.npz
sample_0146,azure,0,unit_0048,3664,5096,0,0,24,72,168,336,12,0,171.12412,17.107366,187.401993,0,0,azure_0_frame.npz
sample_0147,azure,0,unit_0012,6568,2192,0,0,24,72,168,336,7,0,174.358392,14.33848,172.347672,0,0,azure_0_frame.npz
sample_0148,azure,0,unit_0038,7883,181,1,1,24,72,168,336,8,0,171.948357,14.732708,147.506348,0,0,azure_0_frame.npz
sample_0149,azure,0,unit_0037,8317,443,0,0,24,72,168,336,9,0,169.535528,15.103925,190.079086,0,0,azure_0_frame.npz
sample_0150,azure,0,unit_0018,894,1194,1,1,24,72,168,336,5,0,166.072065,15.718708,169.321182,0,0,azure_0_frame.npz
sample_0151,azure,0,unit_0009,5448,360,1,1,24,72,168,336,14,0,171.832152,13.621628,170.923401,0,0,azure_0_frame.npz
sample_0152,azure,0,unit_0018,1399,689,1,1,24,72,168,336,5,0,169.966241,14.90719,163.32782,0,0,azure_0_frame.npz
sample_0153,azure,0,unit_0034,6203,2557,0,0,24,72,168,336,3,0,165.0372,15.818554,157.364044,0,0,azure_0_frame.npz
sample_0154,azure,0,unit_0001,3082,518,1,1,24,72,168,336,19,0,164.766338,9.594104,158.423889,0,0,azure_0_frame.npz
sample_0155,azure,0,unit_0057,5235,693,1,1,24,72,168,336,2,0,170.283089,17.228793,175.314957,0,0,azure_0_frame.npz
sample_0156,azure,0,unit_0027,2140,1556,1,1,24,72,168,336,14,0,175.211628,16.677032,210.710693,0,0,azure_0_frame.npz
sample_0157,azure,0,unit_0040,2120,1408,1,1,24,72,168,336,9,0,160.137638,16.963386,149.179382,0,0,azure_0_frame.npz
sample_0158,azure,0,unit_0008,944,544,1,1,24,72,168,336,7,0,171.309991,12.092942,170.523178,0,0,azure_0_frame.npz
sample_0159,azure,0,unit_0060,3994,326,1,1,24,72,168,336,18,0,171.633693,12.709949,159.412033,0,0,azure_0_frame.npz
sample_0160,azure,0,unit_0051,7812,948,0,0,24,72,168,336,9,0,170.424397,13.794008,177.139999,0,0,azure_0_frame.npz
sample_0161,azure,0,unit_0071,4151,529,1,1,24,72,168,336,14,0,169.709907,13.315821,174.307022,0,0,azure_0_frame.npz
sample_0162,azure,0,unit_0002,4431,33,1,1,24,72,168,336,9,0,184.525655,15.560203,206.872452,0,0,azure_0_frame.npz
sample_0163,azure,0,unit_0004,4819,221,1,1,24,72,168,336,5,0,172.221295,13.20516,176.779358,0,0,azure_0_frame.npz
sample_0164,azure,0,unit_0048,544,8216,0,0,24,72,168,336,12,0,174.153281,12.223465,170.793365,0,0,azure_0_frame.npz
sample_0165,azure,0,unit_0038,8494,266,0,0,24,72,168,336,8,0,165.53976,13.639088,156.424973,0,0,azure_0_frame.npz
sample_0166,azure,0,unit_0027,6272,1024,1,1,24,72,168,336,14,0,173.207836,19.143911,144.711655,0,0,azure_0_frame.npz
sample_0167,azure,0,unit_0020,5272,2840,1,1,24,72,168,336,20,0,167.996334,12.729689,167.267288,0,0,azure_0_frame.npz
sample_0168,azure,0,unit_0080,3415,425,1,1,24,72,168,336,15,0,171.101239,16.899557,161.959839,0,0,azure_0_frame.npz
sample_0169,azure,0,unit_0068,7811,181,1,1,24,72,168,336,4,0,167.449698,10.978182,162.336288,0,0,azure_0_frame.npz
sample_0170,azure,0,unit_0020,2701,2531,1,1,24,72,168,336,20,0,166.978183,12.370746,163.828583,0,0,azure_0_frame.npz
sample_0171,azure,0,unit_0030,5448,48,1,1,24,72,168,336,2,0,166.691798,13.917679,148.185654,0,0,azure_0_frame.npz
sample_0172,azure,0,unit_0009,5308,500,1,1,24,72,168,336,14,0,168.320948,15.455245,193.285797,0,0,azure_0_frame.npz
sample_0173,azure,0,unit_0059,5518,1442,1,1,24,72,168,336,16,0,172.755795,14.020419,168.174606,0,0,azure_0_frame.npz
sample_0174,azure,0,unit_0038,7233,831,1,1,24,72,168,336,8,0,177.68884,20.111405,152.9832,0,0,azure_0_frame.npz
sample_0175,azure,0,unit_0059,509,1051,1,1,24,72,168,336,16,0,169.702483,13.008379,189.463852,0,0,azure_0_frame.npz
sample_0176,azure,0,unit_0066,7883,829,1,1,24,72,168,336,14,0,174.906932,15.479621,198.431473,0,0,azure_0_frame.npz
sample_0177,azure,0,unit_0056,8756,4,0,0,24,72,168,336,14,0,167.86574,13.501894,159.321793,0,0,azure_0_frame.npz
sample_0178,azure,0,unit_0052,5326,722,1,1,24,72,168,336,6,0,168.450854,11.141294,153.612686,0,0,azure_0_frame.npz
sample_0179,azure,0,unit_0068,6921,1071,1,1,24,72,168,336,4,0,168.597814,18.489021,163.92514,0,0,azure_0_frame.npz
sample_0180,azure,0,unit_0033,8600,160,0,0,24,72,168,336,7,0,174.52025,18.860088,171.157944,0,0,azure_0_frame.npz
sample_0181,azure,0,unit_0057,7916,844,0,0,24,72,168,336,2,0,164.924495,15.152887,148.945297,0,0,azure_0_frame.npz
sample_0182,azure,0,unit_0037,1211,85,1,1,24,72,168,336,9,0,167.577753,13.381515,151.397812,0,0,azure_0_frame.npz
sample_0183,azure,0,unit_0010,3033,303,1,1,24,72,168,336,19,0,171.791186,15.108342,165.052933,0,0,azure_0_frame.npz
sample_0184,azure,0,unit_0069,1927,329,1,1,24,72,168,336,9,0,170.678286,16.084778,175.045319,0,0,azure_0_frame.npz
sample_0185,azure,0,unit_0039,334,26,1,1,24,72,168,336,14,0,167.135379,13.696435,192.326324,0,0,azure_0_frame.npz
sample_0186,azure,0,unit_0035,3555,3645,1,1,24,72,168,336,10,0,174.378884,10.556384,174.110672,0,0,azure_0_frame.npz
sample_0187,azure,0,unit_0056,5429,1699,1,1,24,72,168,336,14,0,165.968242,13.829713,185.137985,0,0,azure_0_frame.npz
sample_0188,azure,0,unit_0032,1405,6323,1,1,24,72,168,336,10,0,164.51726,16.935868,166.405182,0,0,azure_0_frame.npz
sample_0189,azure,0,unit_0069,5099,757,1,1,24,72,168,336,9,0,170.415527,11.654006,156.711868,0,0,azure_0_frame.npz
sample_0190,azure,0,unit_0001,6376,104,1,1,24,72,168,336,19,0,168.091915,13.779406,201.454956,0,0,azure_0_frame.npz
sample_0191,azure,0,unit_0027,1770,1926,1,1,24,72,168,336,14,0,161.72888,15.866493,187.133636,0,0,azure_0_frame.npz
sample_0192,azure,0,unit_0039,3957,3,1,1,24,72,168,336,14,0,187.483603,15.938968,221.82019,0,0,azure_0_frame.npz
sample_0193,azure,0,unit_0083,3940,1388,1,1,24,72,168,336,2,0,165.613744,13.896711,193.762573,0,0,azure_0_frame.npz
sample_0194,azure,0,unit_0072,2226,1758,1,1,24,72,168,336,17,0,174.538182,12.563268,174.868942,0,0,azure_0_frame.npz
sample_0195,azure,0,unit_0035,2715,4485,1,1,24,72,168,336,10,0,173.645171,11.762798,189.688904,0,0,azure_0_frame.npz
sample_0196,azure,0,unit_0058,7721,967,1,1,24,72,168,336,7,0,168.421465,11.741012,152.718796,0,0,azure_0_frame.npz
sample_0197,azure,0,unit_0020,8353,407,0,0,24,72,168,336,20,0,165.100429,15.544659,188.562454,0,0,azure_0_frame.npz
sample_0198,azure,0,unit_0017,6617,679,1,1,24,72,168,336,2,0,169.506985,15.081929,170.766602,0,0,azure_0_frame.npz
sample_0199,azure,0,unit_0039,3451,149,1,1,24,72,168,336,14,0,173.658591,16.281112,169.003723,0,0,azure_0_frame.npz
sample_0200,azure,0,unit_0032,3030,4698,1,1,24,72,168,336,10,0,169.796108,16.23097,127.537354,0,0,azure_0_frame.npz
sample_0201,azure,0,unit_0082,7236,1500,1,1,24,72,168,336,20,0,166.596613,16.666213,168.256897,0,0,azure_0_frame.npz
