sample_id,dataset,censoring_rate,unit_id,anchor_time,duration,event,event_type,horizon_1,horizon_2,horizon_3,horizon_4,static_feature_1,static_feature_2,seq_feature_mean_1,seq_feature_std_1,seq_feature_last_1,missing_rate,padding_rate,source_frame
sample_0025,cmapss_fd004,0,unit_0025,115,146,1,1,24,72,168,336,0,0,22.903855,13.262406,25.002899,0,0,cmapss_fd004_0_frame.npz
sample_0026,cmapss_fd004,0,unit_0026,205,320,1,1,24,72,168,336,0,0,21.252995,15.675604,0.0025,0,0,cmapss_fd004_0_frame.npz
sample_0027,cmapss_fd004,0,unit_0027,130,135,1,1,24,72,168,336,0,0,27.45346,12.253835,20.003099,0,0,cmapss_fd004_0_frame.npz
sample_0028,cmapss_fd004,0,unit_0028,240,39,1,1,24,72,168,336,0,0,29.203355,12.836939,25.000299,0,0,cmapss_fd004_0_frame.npz
sample_0029,cmapss_fd004,0,unit_0029,80,92,1,1,24,72,168,336,0,0,24.35353,13.966076,41.999199,0,0,cmapss_fd004_0_frame.npz
sample_0030,cmapss_fd004,0,unit_0030,100,89,1,1,24,72,168,336,0,0,20.65248,15.816323,42.002102,0,0,cmapss_fd004_0_frame.npz
sample_0031,cmapss_fd004,0,unit_0031,55,91,1,1,24,72,168,336,0,0,24.102795,16.383074,0.0019,0,0,cmapss_fd004_0_frame.npz
sample_0032,cmapss_fd004,0,unit_0032,110,125,1,1,24,72,168,336,0,0,19.902265,15.867749,42.000198,0,0,cmapss_fd004_0_frame.npz
sample_0033,cmapss_fd004,0,unit_0033,215,90,1,1,24,72,168,336,0,0,28.35225,14.202996,42.004299,0,0,cmapss_fd004_0_frame.npz
sample_0034,cmapss_fd004,0,unit_0034,100,76,1,1,24,72,168,336,0,0,25.00321,14.089283,42.001999,0,0,cmapss_fd004_0_frame.npz
sample_0035,cmapss_fd004,0,unit_0035,30,231,1,1,24,72,168,336,0,0,24.103275,15.601338,42.007401,0,0,cmapss_fd004_0_frame.npz
sample_0036,cmapss_fd004,0,unit_0036,165,151,1,1,24,72,168,336,0,0,28.202085,13.216737,41.9986,0,0,cmapss_fd004_0_frame.npz
sample_0037,cmapss_fd004,0,unit_0037,100,169,1,1,24,72,168,336,0,0,21.752755,15.139557,42.007401,0,0,cmapss_fd004_0_frame.npz
sample_0038,cmapss_fd004,0,unit_0038,90,270,1,1,24,72,168,336,0,0,24.853575,14.420512,42.003101,0,0,cmapss_fd004_0_frame.npz
sample_0039,cmapss_fd004,0,unit_0039,60,248,1,1,24,72,168,336,0,0,26.701205,14.646222,41.9981,0,0,cmapss_fd004_0_frame.npz
sample_0040,cmapss_fd004,0,unit_0040,65,167,1,1,24,72,168,336,0,0,23.203415,10.637761,34.998798,0,0,cmapss_fd004_0_frame.npz
sample_0041,cmapss_fd004,0,unit_0041,20,368,1,1,24,72,168,336,0,0,19.903265,15.060396,42.001999,0,0,cmapss_fd004_0_frame.npz
sample_0042,cmapss_fd004,0,unit_0042,160,130,1,1,24,72,168,336,0,0,28.25348,13.007925,25.005501,0,0,cmapss_fd004_0_frame.npz
sample_0043,cmapss_fd004,0,unit_0043,175,79,1,1,24,72,168,336,0,0,27.352975,13.226856,35.002399,0,0,cmapss_fd004_0_frame.npz
sample_0044,cmapss_fd004,0,unit_0044,190,196,1,1,24,72,168,336,0,0,26.453755,14.459181,42.001202,0,0,cmapss_fd004_0_frame.npz
sample_0045,cmapss_fd004,0,unit_0045,40,209,1,1,24,72,168,336,0,0,24.25378,16.022004,35.000702,0,0,cmapss_fd004_0_frame.npz
sample_0046,cmapss_fd004,0,unit_0046,205,170,1,1,24,72,168,336,0,0,24.502235,14.941297,42.001099,0,0,cmapss_fd004_0_frame.npz
sample_0047,cmapss_fd004,0,unit_0047,210,134,1,1,24,72,168,336,0,0,26.503055,13.920224,10.0031,0,0,cmapss_fd004_0_frame.npz
sample_0048,cmapss_fd004,0,unit_0048,320,115,1,1,24,72,168,336,0,0,23.55306,11.779176,25.004601,0,0,cmapss_fd004_0_frame.npz
sample_0049,cmapss_fd004,0,unit_0049,170,129,1,1,24,72,168,336,0,0,24.502475,13.901173,20.0005,0,0,cmapss_fd004_0_frame.npz
sample_0050,cmapss_fd004,0,unit_0050,150,229,1,1,24,72,168,336,0,0,27.603495,13.131799,0.0028,0,0,cmapss_fd004_0_frame.npz
sample_0051,cmapss_fd004,0,unit_0051,190,132,1,1,24,72,168,336,0,0,25.003425,14.26507,35.005299,0,0,cmapss_fd004_0_frame.npz
sample_0052,cmapss_fd004,0,unit_0052,180,124,1,1,24,72,168,336,0,0,25.90146,13.209755,25.000299,0,0,cmapss_fd004_0_frame.npz
sample_0053,cmapss_fd004,0,unit_0053,240,13,1,1,24,72,168,336,0,0,26.95322,13.128539,24.998199,0,0,cmapss_fd004_0_frame.npz
sample_0054,cmapss_fd004,0,unit_0054,125,199,1,1,24,72,168,336,0,0,18.302335,14.308397,35.003201,0,0,cmapss_fd004_0_frame.npz
sample_0055,cmapss_fd004,0,unit_0055,110,200,1,1,24,72,168,336,0,0,24.00319,14.748864,20.0037,0,0,cmapss_fd004_0_frame.npz
sample_0056,cmapss_fd004,0,unit_0056,30,163,1,1,24,72,168,336,0,0,25.45219,14.437666,24.9998,0,0,cmapss_fd004_0_frame.npz
sample_0057,cmapss_fd004,0,unit_0057,215,35,1,1,24,72,168,336,0,0,29.40307,13.2078,20.000401,0,0,cmapss_fd004_0_frame.npz
sample_0058,cmapss_fd004,0,unit_0058,185,74,1,1,24,72,168,336,0,0,18.40293,13.847267,0.0008,0,0,cmapss_fd004_0_frame.npz
sample_0059,cmapss_fd004,0,unit_0059,110,185,1,1,24,72,168,336,0,0,22.95361,13.075354,35.002602,0,0,cmapss_fd004_0_frame.npz
sample_0060,cmapss_fd004,0,unit_0060,20,312,1,1,24,72,168,336,0,0,28.70318,12.696788,41.9995,0,0,cmapss_fd004_0_frame.npz
sample_0061,cmapss_fd004,0,unit_0061,185,91,1,1,24,72,168,336,0,0,19.15276,15.161134,0.0015,0,0,cmapss_fd004_0_frame.npz
sample_0062,cmapss_fd004,0,unit_0062,130,67,1,1,24,72,168,336,0,0,23.302855,18.378128,0.0009,0,0,cmapss_fd004_0_frame.npz
sample_0063,cmapss_fd004,0,unit_0063,45,236,1,1,24,72,168,336,0,0,20.70258,14.846825,35.004601,0,0,cmapss_fd004_0_frame.npz
sample_0064,cmapss_fd004,0,unit_0064,165,89,1,1,24,72,168,336,0,0,21.60269,17.397312,0.0013,0,0,cmapss_fd004_0_frame.npz
sample_0065,cmapss_fd004,0,unit_0065,210,189,1,1,24,72,168,336,0,0,22.75249,13.681423,9.9982,0,0,cmapss_fd004_0_frame.npz
sample_0066,cmapss_fd004,0,unit_0066,65,208,1,1,24,72,168,336,0,0,28.953195,12.571753,42,0,0,cmapss_fd004_0_frame.npz
sample_0067,cmapss_fd004,0,unit_0067,65,182,1,1,24,72,168,336,0,0,19.30286,15.957369,9.9987,0,0,cmapss_fd004_0_frame.npz
sample_0068,cmapss_fd004,0,unit_0068,90,207,1,1,24,72,168,336,0,0,30.003555,13.856979,25.0007,0,0,cmapss_fd004_0_frame.npz
sample_0069,cmapss_fd004,0,unit_0069,75,229,1,1,24,72,168,336,0,0,26.70198,14.300792,10.0012,0,0,cmapss_fd004_0_frame.npz
sample_0070,cmapss_fd004,0,unit_0070,150,177,1,1,24,72,168,336,0,0,19.201745,13.610138,20.0072,0,0,cmapss_fd004_0_frame.npz
sample_0071,cmapss_fd004,0,unit_0071,35,262,1,1,24,72,168,336,0,0,23.602655,10.185391,25.003401,0,0,cmapss_fd004_0_frame.npz
sample_0072,cmapss_fd004,0,unit_0072,120,119,1,1,24,72,168,336,0,0,31.053065,11.303343,42.0033,0,0,cmapss_fd004_0_frame.npz
sample_0073,cmapss_fd004,0,unit_0073,45,406,1,1,24,72,168,336,0,0,22.052335,13.49728,9.9993,0,0,cmapss_fd004_0_frame.npz
sample_0074,cmapss_fd004,0,unit_0074,30,233,1,1,24,72,168,336,0,0,22.00343,15.394872,25.0063,0,0,cmapss_fd004_0_frame.npz
sample_0075,cmapss_fd004,0,unit_0075,100,40,1,1,24,72,168,336,0,0,29.3028,13.951007,41.9995,0,0,cmapss_fd004_0_frame.npz
sample_0076,cmapss_fd004,0,unit_0076,190,87,1,1,24,72,168,336,0,0,24.702035,15.15927,0.0019,0,0,cmapss_fd004_0_frame.npz
sample_0077,cmapss_fd004,0,unit_0077,120,148,1,1,24,72,168,336,0,0,24.252845,15.056611,42.006401,0,0,cmapss_fd004_0_frame.npz
sample_0078,cmapss_fd004,0,unit_0078,30,166,1,1,24,72,168,336,0,0,22.85267,15.19356,25.003401,0,0,cmapss_fd004_0_frame.npz
sample_0079,cmapss_fd004,0,unit_0079,105,211,1,1,24,72,168,336,0,0,22.65251,15.281895,9.999,0,0,cmapss_fd004_0_frame.npz
sample_0080,cmapss_fd004,0,unit_0080,105,69,1,1,24,72,168,336,0,0,24.452225,15.91733,20.0075,0,0,cmapss_fd004_0_frame.npz
sample_0081,cmapss_fd004,0,unit_0081,220,131,1,1,24,72,168,336,0,0,23.603125,14.992052,42.003201,0,0,cmapss_fd004_0_frame.npz
sample_0082,cmapss_fd004,0,unit_0082,310,33,1,1,24,72,168,336,0,0,22.85347,15.518505,0.0026,0,0,cmapss_fd004_0_frame.npz
sample_0083,cmapss_fd004,0,unit_0083,75,306,1,1,24,72,168,336,0,0,25.253105,14.566607,41.999298,0,0,cmapss_fd004_0_frame.npz
sample_0084,cmapss_fd004,0,unit_0084,100,160,1,1,24,72,168,336,0,0,27.90246,15.261318,42.001801,0,0,cmapss_fd004_0_frame.npz
sample_0085,cmapss_fd004,0,unit_0085,165,142,1,1,24,72,168,336,0,0,28.053085,16.126396,35.001099,0,0,cmapss_fd004_0_frame.npz
sample_0086,cmapss_fd004,0,unit_0086,220,61,1,1,24,72,168,336,0,0,25.35323,13.146488,42.001999,0,0,cmapss_fd004_0_frame.npz
sample_0087,cmapss_fd004,0,unit_0087,35,166,1,1,24,72,168,336,0,0,21.202565,17.761235,10.0076,0,0,cmapss_fd004_0_frame.npz
sample_0088,cmapss_fd004,0,unit_0088,115,78,1,1,24,72,168,336,0,0,24.90352,12.361788,10.0002,0,0,cmapss_fd004_0_frame.npz
sample_0089,cmapss_fd004,0,unit_0089,155,192,1,1,24,72,168,336,0,0,24.50359,14.689629,25.007299,0,0,cmapss_fd004_0_frame.npz
sample_0090,cmapss_fd004,0,unit_0090,35,145,1,1,24,72,168,336,0,0,25.25425,13.682577,42.004002,0,0,cmapss_fd004_0_frame.npz
sample_0091,cmapss_fd004,0,unit_0091,45,248,1,1,24,72,168,336,0,0,24.001885,15.572815,0.0016,0,0,cmapss_fd004_0_frame.npz
sample_0092,cmapss_fd004,0,unit_0092,30,369,1,1,24,72,168,336,0,0,25.00228,13.075858,20.003099,0,0,cmapss_fd004_0_frame.npz
sample_0093,cmapss_fd004,0,unit_0093,175,5,1,1,24,72,168,336,0,0,22.252225,17.094072,42.004299,0,0,cmapss_fd004_0_frame.npz
sample_0094,cmapss_fd004,0,unit_0094,100,357,1,1,24,72,168,336,0,0,23.252635,15.706788,25.005699,0,0,cmapss_fd004_0_frame.npz
sample_0095,cmapss_fd004,0,unit_0095,35,210,1,1,24,72,168,336,0,0,22.15312,13.636708,24.9981,0,0,cmapss_fd004_0_frame.npz
sample_0096,cmapss_fd004,0,unit_0096,165,19,1,1,24,72,168,336,0,0,24.652245,12.406778,42.003899,0,0,cmapss_fd004_0_frame.npz
sample_0097,cmapss_fd004,0,unit_0097,65,102,1,1,24,72,168,336,0,0,20.65227,14.582463,35.006802,0,0,cmapss_fd004_0_frame.npz
sample_0098,cmapss_fd004,0,unit_0098,330,58,1,1,24,72,168,336,0,0,24.15187,13.1667,25.001499,0,0,cmapss_fd004_0_frame.npz
sample_0099,cmapss_fd004,0,unit_0099,65,145,1,1,24,72,168,336,0,0,33.25301,10.732211,42.006699,0,0,cmapss_fd004_0_frame.npz
sample_0100,cmapss_fd004,0,unit_0100,280,22,1,1,24,72,168,336,0,0,19.202795,14.756586,0.0016,0,0,cmapss_fd004_0_frame.npz
sample_0101,cmapss_fd004,0,unit_0101,65,174,1,1,24,72,168,336,0,0,27.25305,13.122596,19.9984,0,0,cmapss_fd004_0_frame.npz
sample_0102,cmapss_fd004,0,unit_0102,145,58,1,1,24,72,168,336,0,0,18.2026,12.456414,35.004601,0,0,cmapss_fd004_0_frame.npz
sample_0103,cmapss_fd004,0,unit_0103,190,299,1,1,24,72,168,336,0,0,25.252295,13.682071,0.0002,0,0,cmapss_fd004_0_frame.npz
sample_0104,cmapss_fd004,0,unit_0104,75,84,1,1,24,72,168,336,0,0,24.852185,14.762393,35.007,0,0,cmapss_fd004_0_frame.npz
sample_0105,cmapss_fd004,0,unit_0105,25,145,1,1,24,72,168,336,0,0,21.502585,16.696543,20.0028,0,0,cmapss_fd004_0_frame.npz
sample_0106,cmapss_fd004,0,unit_0106,120,39,1,1,24,72,168,336,0,0,22.75236,15.642281,25.004801,0,0,cmapss_fd004_0_frame.npz
sample_0107,cmapss_fd004,0,unit_0107,190,3,1,1,24,72,168,336,0,0,23.752725,16.604073,25.002399,0,0,cmapss_fd004_0_frame.npz
sample_0108,cmapss_fd004,0,unit_0108,85,267,1,1,24,72,168,336,0,0,26.701035,14.6466,41.9995,0,0,cmapss_fd004_0_frame.npz
sample_0109,cmapss_fd004,0,unit_0109,60,405,1,1,24,72,168,336,0,0,26.602855,14.634178,0.002,0,0,cmapss_fd004_0_frame.npz
sample_0110,cmapss_fd004,0,unit_0110,50,237,1,1,24,72,168,336,0,0,20.402905,14.888586,9.9988,0,0,cmapss_fd004_0_frame.npz
sample_0111,cmapss_fd004,0,unit_0111,250,89,1,1,24,72,168,336,0,0,26.102765,15.016132,20.000099,0,0,cmapss_fd004_0_frame.npz
sample_0112,cmapss_fd004,0,unit_0112,30,167,1,1,24,72,168,336,0,0,25.90444,12.728301,10.0033,0,0,cmapss_fd004_0_frame.npz
sample_0113,cmapss_fd004,0,unit_0113,115,239,1,1,24,72,168,336,0,0,27.45258,14.147962,24.999399,0,0,cmapss_fd004_0_frame.npz
sample_0114,cmapss_fd004,0,unit_0114,30,229,1,1,24,72,168,336,0,0,23.602635,16.499944,42.001701,0,0,cmapss_fd004_0_frame.npz
sample_0115,cmapss_fd004,0,unit_0115,65,277,1,1,24,72,168,336,0,0,28.2025,12.735071,42.006302,0,0,cmapss_fd004_0_frame.npz
sample_0116,cmapss_fd004,0,unit_0116,75,136,1,1,24,72,168,336,0,0,27.552915,15.90152,24.9986,0,0,cmapss_fd004_0_frame.npz
sample_0117,cmapss_fd004,0,unit_0117,20,185,1,1,24,72,168,336,0,0,22.25321,14.480849,35.007099,0,0,cmapss_fd004_0_frame.npz
sample_0118,cmapss_fd004,0,unit_0118,160,103,1,1,24,72,168,336,0,0,28.903705,16.003485,20.0047,0,0,cmapss_fd004_0_frame.npz
sample_0119,cmapss_fd004,0,unit_0119,240,33,1,1,24,72,168,336,0,0,23.15226,15.673224,9.9999,0,0,cmapss_fd004_0_frame.npz
sample_0120,cmapss_fd004,0,unit_0120,290,54,1,1,24,72,168,336,0,0,19.202915,13.611332,35.005299,0,0,cmapss_fd004_0_frame.npz
sample_0121,cmapss_fd004,0,unit_0121,145,48,1,1,24,72,168,336,0,0,30.803145,13.489842,42.0051,0,0,cmapss_fd004_0_frame.npz
sample_0122,cmapss_fd004,0,unit_0122,95,217,1,1,24,72,168,336,0,0,24.752505,12.929642,19.9984,0,0,cmapss_fd004_0_frame.npz
sample_0123,cmapss_fd004,0,unit_0123,95,110,1,1,24,72,168,336,0,0,23.15417,15.593888,20.007999,0,0,cmapss_fd004_0_frame.npz
sample_0124,cmapss_fd004,0,unit_0124,130,177,1,1,24,72,168,336,0,0,29.103005,11.287702,35.004501,0,0,cmapss_fd004_0_frame.npz
sample_0125,cmapss_fd004,0,unit_0125,75,146,1,1,24,72,168,336,0,0,33.052595,9.463007,25.0044,0,0,cmapss_fd004_0_frame.npz
sample_0126,cmapss_fd004,0,unit_0126,165,189,1,1,24,72,168,336,0,0,20.45281,13.207759,35.007801,0,0,cmapss_fd004_0_frame.npz
sample_0127,cmapss_fd004,0,unit_0127,75,102,1,1,24,72,168,336,0,0,23.303525,14.550594,0.0015,0,0,cmapss_fd004_0_frame.npz
sample_0128,cmapss_fd004,0,unit_0128,110,184,1,1,24,72,168,336,0,0,21.3016,13.357045,9.9987,0,0,cmapss_fd004_0_frame.npz
sample_0129,cmapss_fd004,0,unit_0129,20,235,1,1,24,72,168,336,0,0,22.75278,14.821838,42.002201,0,0,cmapss_fd004_0_frame.npz
sample_0130,cmapss_fd004,0,unit_0130,130,93,1,1,24,72,168,336,0,0,26.553025,15.311378,42.006401,0,0,cmapss_fd004_0_frame.npz
sample_0131,cmapss_fd004,0,unit_0131,120,30,1,1,24,72,168,336,0,0,24.152675,13.723529,25.0014,0,0,cmapss_fd004_0_frame.npz
sample_0132,cmapss_fd004,0,unit_0132,190,46,1,1,24,72,168,336,0,0,26.802435,15.568438,42.001598,0,0,cmapss_fd004_0_frame.npz
sample_0133,cmapss_fd004,0,unit_0133,110,121,1,1,24,72,168,336,0,0,26.303175,15.934069,25,0,0,cmapss_fd004_0_frame.npz
sample_0134,cmapss_fd004,0,unit_0134,130,317,1,1,24,72,168,336,0,0,22.503045,14.220965,20.0026,0,0,cmapss_fd004_0_frame.npz
sample_0135,cmapss_fd004,0,unit_0135,60,451,1,1,24,72,168,336,0,0,29.952445,13.291559,35.003201,0,0,cmapss_fd004_0_frame.npz
sample_0136,cmapss_fd004,0,unit_0136,40,108,1,1,24,72,168,336,0,0,27.203125,11.025871,42.000401,0,0,cmapss_fd004_0_frame.npz
sample_0137,cmapss_fd004,0,unit_0137,210,52,1,1,24,72,168,336,0,0,28.35263,12.81537,20.007099,0,0,cmapss_fd004_0_frame.npz
sample_0138,cmapss_fd004,0,unit_0138,120,178,1,1,24,72,168,336,0,0,24.60269,16.173734,19.999701,0,0,cmapss_fd004_0_frame.npz
sample_0139,cmapss_fd004,0,unit_0139,250,111,1,1,24,72,168,336,0,0,26.35268,14.954847,34.998299,0,0,cmapss_fd004_0_frame.npz
sample_0140,cmapss_fd004,0,unit_0140,180,10,1,1,24,72,168,336,0,0,23.352625,14.924617,0.002,0,0,cmapss_fd004_0_frame.npz
sample_0141,cmapss_fd004,0,unit_0141,135,235,1,1,24,72,168,336,0,0,33.753415,10.568872,42.007401,0,0,cmapss_fd004_0_frame.npz
sample_0142,cmapss_fd004,0,unit_0142,80,108,1,1,24,72,168,336,0,0,25.652515,15.877998,10.0011,0,0,cmapss_fd004_0_frame.npz
sample_0143,cmapss_fd004,0,unit_0143,25,131,1,1,24,72,168,336,0,0,24.402055,12.142613,35.003899,0,0,cmapss_fd004_0_frame.npz
sample_0144,cmapss_fd004,0,unit_0144,185,17,1,1,24,72,168,336,0,0,18.15254,15.561525,42.001598,0,0,cmapss_fd004_0_frame.npz
sample_0145,cmapss_fd004,0,unit_0145,60,184,1,1,24,72,168,336,0,0,19.952235,14.652484,0.0028,0,0,cmapss_fd004_0_frame.npz
sample_0146,cmapss_fd004,0,unit_0146,170,24,1,1,24,72,168,336,0,0,23.60237,16.271466,35.003502,0,0,cmapss_fd004_0_frame.npz
sample_0147,cmapss_fd004,0,unit_0147,70,99,1,1,24,72,168,336,0,0,28.203265,12.537738,42.002602,0,0,cmapss_fd004_0_frame.npz
sample_0148,cmapss_fd004,0,unit_0148,195,240,1,1,24,72,168,336,0,0,19.302465,13.678426,25.006399,0,0,cmapss_fd004_0_frame.npz
sample_0149,cmapss_fd004,0,unit_0149,30,273,1,1,24,72,168,336,0,0,24.252055,15.221569,10.0016,0,0,cmapss_fd004_0_frame.npz
sample_0150,cmapss_fd004,0,unit_0150,90,90,1,1,24,72,168,336,0,0,20.702395,13.244223,20.0077,0,0,cmapss_fd004_0_frame.npz
sample_0151,cmapss_fd004,0,unit_0151,120,107,1,1,24,72,168,336,0,0,24.302925,12.614497,34.998199,0,0,cmapss_fd004_0_frame.npz
sample_0152,cmapss_fd004,0,unit_0152,200,207,1,1,24,72,168,336,0,0,17.302155,16.517054,34.998501,0,0,cmapss_fd004_0_frame.npz
sample_0153,cmapss_fd004,0,unit_0153,70,172,1,1,24,72,168,336,0,0,24.00317,14.23085,0.001,0,0,cmapss_fd004_0_frame.npz
sample_0154,cmapss_fd004,0,unit_0154,105,220,1,1,24,72,168,336,0,0,21.252585,15.594622,41.9995,0,0,cmapss_fd004_0_frame.npz
sample_0155,cmapss_fd004,0,unit_0155,60,145,1,1,24,72,168,336,0,0,23.853775,16.17547,0.0008,0,0,cmapss_fd004_0_frame.npz
sample_0156,cmapss_fd004,0,unit_0156,165,93,1,1,24,72,168,336,0,0,24.303615,12.713923,25.0014,0,0,cmapss_fd004_0_frame.npz
sample_0157,cmapss_fd004,0,unit_0157,170,127,1,1,24,72,168,336,0,0,26.55267,15.311065,10.0052,0,0,cmapss_fd004_0_frame.npz
sample_0158,cmapss_fd004,0,unit_0158,145,144,1,1,24,72,168,336,0,0,23.652535,14.395363,25.0054,0,0,cmapss_fd004_0_frame.npz
sample_0159,cmapss_fd004,0,unit_0159,205,237,1,1,24,72,168,336,0,0,25.45168,15.27885,42.002102,0,0,cmapss_fd004_0_frame.npz
sample_0160,cmapss_fd004,0,unit_0160,140,57,1,1,24,72,168,336,0,0,21.15324,16.255898,10.0067,0,0,cmapss_fd004_0_frame.npz
sample_0161,cmapss_fd004,0,unit_0161,115,52,1,1,24,72,168,336,0,0,26.25242,12.87122,42.006401,0,0,cmapss_fd004_0_frame.npz
sample_0162,cmapss_fd004,0,unit_0162,165,111,1,1,24,72,168,336,0,0,18.80219,14.271902,42.003899,0,0,cmapss_fd004_0_frame.npz
sample_0163,cmapss_fd004,0,unit_0163,90,142,1,1,24,72,168,336,0,0,19.902425,15.629947,0.0004,0,0,cmapss_fd004_0_frame.npz
sample_0164,cmapss_fd004,0,unit_0164,190,80,1,1,24,72,168,336,0,0,25.301795,15.099968,24.9984,0,0,cmapss_fd004_0_frame.npz
sample_0165,cmapss_fd004,0,unit_0165,115,108,1,1,24,72,168,336,0,0,23.85317,15.86262,42.004799,0,0,cmapss_fd004_0_frame.npz
sample_0166,cmapss_fd004,0,unit_0166,210,87,1,1,24,72,168,336,0,0,21.40292,14.571029,10.0017,0,0,cmapss_fd004_0_frame.npz
sample_0167,cmapss_fd004,0,unit_0167,40,155,1,1,24,72,168,336,0,0,20.85201,17.414462,42.006699,0,0,cmapss_fd004_0_frame.npz
sample_0168,cmapss_fd004,0,unit_0168,70,142,1,1,24,72,168,336,0,0,26.252525,13.442612,0.0014,0,0,cmapss_fd004_0_frame.npz
sample_0169,cmapss_fd004,0,unit_0169,25,273,1,1,24,72,168,336,0,0,19.55344,15.689736,0.0004,0,0,cmapss_fd004_0_frame.npz
sample_0170,cmapss_fd004,0,unit_0170,190,49,1,1,24,72,168,336,0,0,22.35291,16.07633,20.003401,0,0,cmapss_fd004_0_frame.npz
sample_0171,cmapss_fd004,0,unit_0171,165,109,1,1,24,72,168,336,0,0,29.00329,12.54922,35.005001,0,0,cmapss_fd004_0_frame.npz
sample_0172,cmapss_fd004,0,unit_0172,225,225,1,1,24,72,168,336,0,0,29.203025,13.956727,34.999599,0,0,cmapss_fd004_0_frame.npz
sample_0173,cmapss_fd004,0,unit_0173,115,79,1,1,24,72,168,336,0,0,20.15315,15.589298,0.0006,0,0,cmapss_fd004_0_frame.npz
sample_0174,cmapss_fd004,0,unit_0174,20,164,1,1,24,72,168,336,0,0,24.452525,15.600079,42.007599,0,0,cmapss_fd004_0_frame.npz
