sample_id,dataset,censoring_rate,unit_id,anchor_time,duration,event,event_type,horizon_1,horizon_2,horizon_3,horizon_4,static_feature_1,static_feature_2,seq_feature_mean_1,seq_feature_std_1,seq_feature_last_1,missing_rate,padding_rate,source_frame
sample_0090,scania,0,unit_0090,137.199997,60.200001,0,0,24,72,168,336,0,0,0,0,0,0,0,scania_0_frame.npz
sample_0091,scania,0,unit_0091,284.200012,80.400002,0,0,24,72,168,336,1,0,1,1,0,0,0,scania_0_frame.npz
sample_0092,scania,0,unit_0092,115.400002,91.599998,0,0,24,72,168,336,0,0,0,0,0,0,0,scania_0_frame.npz
sample_0093,scania,0,unit_0093,106,256.200012,0,0,24,72,168,336,1,0,1,1,0,0,0,scania_0_frame.npz
sample_0094,scania,0,unit_0094,129.800003,56,0,0,24,72,168,336,0,0,0,0,0,0,0,scania_0_frame.npz
sample_0095,scania,0,unit_0095,447.799988,0.6,0,0,24,72,168,336,0,0,0,0,0,0,0,scania_0_frame.npz
sample_0096,scania,0,unit_0096,152.800003,166.800003,0,0,24,72,168,336,1,0,1,1,0,0,0,scania_0_frame.npz
sample_0097,scania,0,unit_0097,233.399994,98.199997,0,0,24,72,168,336,0,1,0,1,1,0,0,scania_0_frame.npz
sample_0098,scania,0,unit_0098,161,73.400002,0,0,24,72,168,336,0,0,0,0,0,0,0,scania_0_frame.npz
sample_0099,scania,0,unit_0099,314.399994,39.799999,0,0,24,72,168,336,1,0,1,1,0,0,0,scania_0_frame.npz
sample_0100,scania,0,unit_0100,137.600006,111.199997,0,0,24,72,168,336,0,0,0,0,0,0,0,scania_0_frame.npz
sample_0101,scania,0,unit_0101,282.799988,60.400002,0,0,24,72,168,336,0,0,0,0,0,0,0,scania_0_frame.npz
sample_0102,scania,0,unit_0102,151,192,0,0,24,72,168,336,1,0,1,1,0,0,0,scania_0_frame.npz
sample_0103,scania,0,unit_0103,261.799988,60,1,1,24,72,168,336,1,0,1,1,0,0,0,scania_0_frame.npz
sample_0104,scania,0,unit_0104,327.799988,42.400002,0,0,24,72,168,336,0,0,0,0,0,0,0,scania_0_frame.npz
sample_0105,scania,0,unit_0105,394.399994,47.799999,0,0,24,72,168,336,0,0,0,0,0,0,0,scania_0_frame.npz
sample_0106,scania,0,unit_0106,206.399994,138,1,1,24,72,168,336,1,0,1,1,0,0,0,scania_0_frame.npz
sample_0107,scania,0,unit_0107,242.199997,146.199997,0,0,24,72,168,336,1,0,1,1,0,0,0,scania_0_frame.npz
sample_0108,scania,0,unit_0108,132.199997,19.200001,0,0,24,72,168,336,0,0,0,0,0,0,0,scania_0_frame.npz
sample_0109,scania,0,unit_0109,106.400002,38.799999,0,0,24,72,168,336,0,0,0,0,0,0,0,scania_0_frame.npz
sample_0110,scania,0,unit_0110,270.799988,80.400002,0,0,24,72,168,336,0,1,0,1,1,0,0,scania_0_frame.npz
sample_0111,scania,0,unit_0111,106.599998,66.400002,0,0,24,72,168,336,0,0,0,0,0,0,0,scania_0_frame.npz
sample_0112,scania,0,unit_0112,101.199997,244.600006,0,0,24,72,168,336,0,1,0,1,1,0,0,scania_0_frame.npz
sample_0113,scania,0,unit_0113,137.800003,331.399994,0,0,24,72,168,336,1,0,1,1,0,0,0,scania_0_frame.npz
sample_0114,scania,0,unit_0114,332,62.400002,0,0,24,72,168,336,1,0,1,1,0,0,0,scania_0_frame.npz
sample_0115,scania,0,unit_0115,97.400002,90.800003,0,0,24,72,168,336,0,0,0,0,0,0,0,scania_0_frame.npz
sample_0116,scania,0,unit_0116,155.600006,38.400002,0,0,24,72,168,336,1,0,1,1,0,0,0,scania_0_frame.npz
sample_0117,scania,0,unit_0117,170.800003,8.6,0,0,24,72,168,336,0,0,0,0,0,0,0,scania_0_frame.npz
sample_0118,scania,0,unit_0118,319,60.599998,0,0,24,72,168,336,0,1,0,1,1,0,0,scania_0_frame.npz
sample_0119,scania,0,unit_0119,113.800003,237.600006,0,0,24,72,168,336,1,0,1,1,0,0,0,scania_0_frame.npz
sample_0120,scania,0,unit_0120,182,93.800003,0,0,24,72,168,336,0,0,0,0,0,0,0,scania_0_frame.npz
sample_0121,scania,0,unit_0121,340.799988,61,0,0,24,72,168,336,0,0,0,0,0,0,0,scania_0_frame.npz
sample_0122,scania,0,unit_0122,130,156.600006,0,0,24,72,168,336,0,1,0,1,1,0,0,scania_0_frame.npz
sample_0123,scania,0,unit_0123,111.800003,61,0,0,24,72,168,336,0,0,0,0,0,0,0,scania_0_frame.npz
sample_0124,scania,0,unit_0124,126.599998,129,0,0,24,72,168,336,1,0,1,1,0,0,0,scania_0_frame.npz
sample_0125,scania,0,unit_0125,47.799999,119.800003,1,1,24,72,168,336,1,0,1,1,0,0,0,scania_0_frame.npz
sample_0126,scania,0,unit_0126,156.600006,39,0,0,24,72,168,336,0,0,0,0,0,0,0,scania_0_frame.npz
sample_0127,scania,0,unit_0127,258,116,0,0,24,72,168,336,0,0,0,0,0,0,0,scania_0_frame.npz
sample_0128,scania,0,unit_0128,291.399994,60.200001,0,0,24,72,168,336,1,0,1,1,0,0,0,scania_0_frame.npz
sample_0129,scania,0,unit_0129,87.800003,169.600006,0,0,24,72,168,336,0,1,0,1,1,0,0,scania_0_frame.npz
sample_0130,scania,0,unit_0130,125.400002,51.799999,0,0,24,72,168,336,0,0,0,0,0,0,0,scania_0_frame.npz
sample_0131,scania,0,unit_0131,214.199997,164.600006,0,0,24,72,168,336,1,0,1,1,0,0,0,scania_0_frame.npz
sample_0132,scania,0,unit_0132,123,154.800003,0,0,24,72,168,336,0,1,0,1,1,0,0,scania_0_frame.npz
sample_0133,scania,0,unit_0133,224.199997,111,0,0,24,72,168,336,1,0,1,1,0,0,0,scania_0_frame.npz
sample_0134,scania,0,unit_0134,266,130.800003,0,0,24,72,168,336,1,0,1,1,0,0,0,scania_0_frame.npz
sample_0135,scania,0,unit_0135,91,90.599998,0,0,24,72,168,336,0,0,0,0,0,0,0,scania_0_frame.npz
sample_0136,scania,0,unit_0136,226.199997,57.400002,0,0,24,72,168,336,1,0,1,1,0,0,0,scania_0_frame.npz
sample_0137,scania,0,unit_0137,157.800003,8.6,0,0,24,72,168,336,1,0,1,1,0,0,0,scania_0_frame.npz
sample_0138,scania,0,unit_0138,126,256.799988,0,0,24,72,168,336,0,0,0,0,0,0,0,scania_0_frame.npz
sample_0139,scania,0,unit_0139,324,60,0,0,24,72,168,336,0,1,0,1,1,0,0,scania_0_frame.npz
sample_0140,scania,0,unit_0140,195.600006,71.800003,0,0,24,72,168,336,0,0,0,0,0,0,0,scania_0_frame.npz
sample_0141,scania,0,unit_0141,125.599998,58.599998,0,0,24,72,168,336,0,0,0,0,0,0,0,scania_0_frame.npz
sample_0142,scania,0,unit_0142,104.199997,40.599998,0,0,24,72,168,336,1,0,1,1,0,0,0,scania_0_frame.npz
sample_0143,scania,0,unit_0143,180.800003,9.6,0,0,24,72,168,336,0,0,0,0,0,0,0,scania_0_frame.npz
sample_0144,scania,0,unit_0144,133.399994,78.400002,0,0,24,72,168,336,0,0,0,0,0,0,0,scania_0_frame.npz
sample_0145,scania,0,unit_0145,237.399994,44.799999,0,0,24,72,168,336,0,0,0,0,0,0,0,scania_0_frame.npz
sample_0146,scania,0,unit_0146,271.200012,106.800003,0,0,24,72,168,336,1,0,1,1,0,0,0,scania_0_frame.npz
sample_0147,scania,0,unit_0147,140.199997,39.200001,0,0,24,72,168,336,0,0,0,0,0,0,0,scania_0_frame.npz
sample_0148,scania,0,unit_0148,125,218,0,0,24,72,168,336,0,1,0,1,1,0,0,scania_0_frame.npz
sample_0149,scania,0,unit_0149,196.399994,121.199997,0,0,24,72,168,336,0,1,0,1,1,0,0,scania_0_frame.npz
sample_0150,scania,0,unit_0150,286.200012,37.799999,0,0,24,72,168,336,0,1,0,1,1,0,0,scania_0_frame.npz
sample_0151,scania,0,unit_0151,222,118.199997,0,0,24,72,168,336,0,0,0,0,0,0,0,scania_0_frame.npz
sample_0152,scania,0,unit_0152,155.199997,15.8,0,0,24,72,168,336,0,1,0,1,1,0,0,scania_0_frame.npz
sample_0153,scania,0,unit_0153,176,228.800003,0,0,24,72,168,336,0,1,0,1,1,0,0,scania_0_frame.npz
sample_0154,scania,0,unit_0154,325.399994,1.4,0,0,24,72,168,336,1,0,1,1,0,0,0,scania_0_frame.npz
sample_0155,scania,0,unit_0155,163.800003,21,0,0,24,72,168,336,0,0,0,0,0,0,0,scania_0_frame.npz
sample_0156,scania,0,unit_0156,69.800003,62.400002,0,0,24,72,168,336,0,0,0,0,0,0,0,scania_0_frame.npz
sample_0157,scania,0,unit_0157,104.800003,116.400002,0,0,24,72,168,336,0,0,0,0,0,0,0,scania_0_frame.npz
sample_0158,scania,0,unit_0158,423,59,1,1,24,72,168,336,0,1,0,1,1,0,0,scania_0_frame.npz
sample_0159,scania,0,unit_0159,286,35.400002,0,0,24,72,168,336,0,1,0,1,1,0,0,scania_0_frame.npz
sample_0160,scania,0,unit_0160,110.400002,187,0,0,24,72,168,336,0,1,0,1,1,0,0,scania_0_frame.npz
sample_0161,scania,0,unit_0161,142.600006,2.8,0,0,24,72,168,336,0,0,0,0,0,0,0,scania_0_frame.npz
sample_0162,scania,0,unit_0162,176.199997,50,0,0,24,72,168,336,0,0,0,0,0,0,0,scania_0_frame.npz
sample_0163,scania,0,unit_0163,92.800003,325.799988,0,0,24,72,168,336,0,0,0,0,0,0,0,scania_0_frame.npz
sample_0164,scania,0,unit_0164,275.399994,62,0,0,24,72,168,336,0,1,0,1,1,0,0,scania_0_frame.npz
sample_0165,scania,0,unit_0165,300.200012,76.599998,0,0,24,72,168,336,0,0,0,0,0,0,0,scania_0_frame.npz
sample_0166,scania,0,unit_0166,134.399994,43.200001,1,1,24,72,168,336,0,1,0,1,1,0,0,scania_0_frame.npz
sample_0167,scania,0,unit_0167,121.400002,170.399994,0,0,24,72,168,336,1,0,1,1,0,0,0,scania_0_frame.npz
sample_0168,scania,0,unit_0168,140,36.599998,0,0,24,72,168,336,0,0,0,0,0,0,0,scania_0_frame.npz
sample_0169,scania,0,unit_0169,198,4.8,1,1,24,72,168,336,1,0,1,1,0,0,0,scania_0_frame.npz
sample_0170,scania,0,unit_0170,154.199997,90.800003,1,1,24,72,168,336,0,1,0,1,1,0,0,scania_0_frame.npz
sample_0171,scania,0,unit_0171,152.800003,20,0,0,24,72,168,336,0,0,0,0,0,0,0,scania_0_frame.npz
sample_0172,scania,0,unit_0172,144.199997,180,0,0,24,72,168,336,1,0,1,1,0,0,0,scania_0_frame.npz
sample_0173,scania,0,unit_0173,175.600006,196.800003,0,0,24,72,168,336,1,0,1,1,0,0,0,scania_0_frame.npz
sample_0174,scania,0,unit_0174,320.399994,97.599998,0,0,24,72,168,336,0,1,0,1,1,0,0,scania_0_frame.npz
sample_0175,scania,0,unit_0175,198.600006,46.599998,0,0,24,72,168,336,0,0,0,0,0,0,0,scania_0_frame.npz
sample_0176,scania,0,unit_0176,147,0.6,0,0,24,72,168,336,0,0,0,0,0,0,0,scania_0_frame.npz
sample_0177,scania,0,unit_0177,298.600006,30.799999,0,0,24,72,168,336,1,0,1,1,0,0,0,scania_0_frame.npz
sample_0178,scania,0,unit_0178,162.399994,47.200001,0,0,24,72,168,336,1,0,1,1,0,0,0,scania_0_frame.npz
sample_0179,scania,0,unit_0179,290,61.599998,0,0,24,72,168,336,1,0,1,1,0,0,0,scania_0_frame.npz
sample_0180,scania,0,unit_0180,202,14.8,0,0,24,72,168,336,0,0,0,0,0,0,0,scania_0_frame.npz
sample_0181,scania,0,unit_0181,156.600006,250.800003,0,0,24,72,168,336,0,0,0,0,0,0,0,scania_0_frame.npz
sample_0182,scania,0,unit_0182,127.199997,162.800003,0,0,24,72,168,336,0,0,0,0,0,0,0,scania_0_frame.npz
sample_0183,scania,0,unit_0183,142.600006,32.599998,0,0,24,72,168,336,0,0,0,0,0,0,0,scania_0_frame.npz
sample_0184,scania,0,unit_0184,96.599998,238,0,0,24,72,168,336,0,1,0,1,1,0,0,scania_0_frame.npz
sample_0185,scania,0,unit_0185,91.599998,61.599998,0,0,24,72,168,336,1,0,1,1,0,0,0,scania_0_frame.npz
sample_0186,scania,0,unit_0186,169.399994,129.399994,0,0,24,72,168,336,0,0,0,0,0,0,0,scania_0_frame.npz
sample_0187,scania,0,unit_0187,204.399994,102.199997,0,0,24,72,168,336,1,0,1,1,0,0,0,scania_0_frame.npz
sample_0188,scania,0,unit_0188,112,232.600006,0,0,24,72,168,336,0,1,0,1,1,0,0,scania_0_frame.npz
sample_0189,scania,0,unit_0189,133,58.599998,0,0,24,72,168,336,0,0,0,0,0,0,0,scania_0_frame.npz
sample_0190,scania,0,unit_0190,119.800003,173.399994,0,0,24,72,168,336,1,0,1,1,0,0,0,scania_0_frame.npz
sample_0191,scania,0,unit_0191,209.600006,256.200012,0,0,24,72,168,336,0,1,0,1,1,0,0,scania_0_frame.npz
sample_0192,scania,0,unit_0192,211.600006,155,0,0,24,72,168,336,0,1,0,1,1,0,0,scania_0_frame.npz
sample_0193,scania,0,unit_0193,254.399994,159.399994,0,0,24,72,168,336,0,1,0,1,1,0,0,scania_0_frame.npz
sample_0194,scania,0,unit_0194,70.800003,134.199997,0,0,24,72,168,336,1,0,1,1,0,0,0,scania_0_frame.npz
sample_0195,scania,0,unit_0195,131.399994,128.600006,0,0,24,72,168,336,0,0,0,0,0,0,0,scania_0_frame.npz
sample_0196,scania,0,unit_0196,133.800003,208.600006,0,0,24,72,168,336,0,0,0,0,0,0,0,scania_0_frame.npz
sample_0197,scania,0,unit_0197,51.400002,452.799988,0,0,24,72,168,336,1,0,1,1,0,0,0,scania_0_frame.npz
sample_0198,scania,0,unit_0198,169.600006,96,0,0,24,72,168,336,0,1,0,1,1,0,0,scania_0_frame.npz
sample_0199,scania,0,unit_0199,24.799999,425.600006,0,0,24,72,168,336,0,1,0,1,1,0,0,scania_0_frame.npz
sample_0200,scania,0,unit_0200,249.600006,67.400002,0,0,24,72,168,336,1,0,1,1,0,0,0,scania_0_frame.npz
sample_0201,scania,0,unit_0201,362.399994,4.4,0,0,24,72,168,336,1,0,1,1,0,0,0,scania_0_frame.npz
sample_0202,scania,0,unit_0202,145.399994,25.4,0,0,24,72,168,336,0,0,0,0,0,0,0,scania_0_frame.npz
sample_0203,scania,0,unit_0203,268,121,0,0,24,72,168,336,0,0,0,0,0,0,0,scania_0_frame.npz
sample_0204,scania,0,unit_0204,258,69.800003,0,0,24,72,168,336,1,0,1,1,0,0,0,scania_0_frame.npz
sample_0205,scania,0,unit_0205,62.200001,107.400002,1,1,24,72,168,336,0,0,0,0,0,0,0,scania_0_frame.npz
sample_0206,scania,0,unit_0206,178.600006,127.199997,0,0,24,72,168,336,0,0,0,0,0,0,0,scania_0_frame.npz
sample_0207,scania,0,unit_0207,182.600006,64,0,0,24,72,168,336,0,1,0,1,1,0,0,scania_0_frame.npz
sample_0208,scania,0,unit_0208,273.200012,59,0,0,24,72,168,336,0,1,0,1,1,0,0,scania_0_frame.npz
sample_0209,scania,0,unit_0209,296.799988,19.4,0,0,24,72,168,336,0,1,0,1,1,0,0,scania_0_frame.npz
sample_0210,scania,0,unit_0210,103,182.199997,0,0,24,72,168,336,0,0,0,0,0,0,0,scania_0_frame.npz
sample_0211,scania,0,unit_0211,208.199997,0.4,0,0,24,72,168,336,0,0,0,0,0,0,0,scania_0_frame.npz
sample_0212,scania,0,unit_0212,279.799988,41,0,0,24,72,168,336,1,0,1,1,0,0,0,scania_0_frame.npz
sample_0213,scania,0,unit_0213,105,181.800003,0,0,24,72,168,336,0,0,0,0,0,0,0,scania_0_frame.npz
sample_0214,scania,0,unit_0214,182.399994,17,1,1,24,72,168,336,0,0,0,0,0,0,0,scania_0_frame.npz
sample_0215,scania,0,unit_0215,122.199997,15.6,0,0,24,72,168,336,0,0,0,0,0,0,0,scania_0_frame.npz
sample_0216,scania,0,unit_0216,161.399994,106.199997,0,0,24,72,168,336,0,1,0,1,1,0,0,scania_0_frame.npz
sample_0217,scania,0,unit_0217,105.400002,349.600006,1,1,24,72,168,336,0,1,0,1,1,0,0,scania_0_frame.npz
sample_0218,scania,0,unit_0218,214.399994,73.199997,0,0,24,72,168,336,1,0,1,1,0,0,0,scania_0_frame.npz
sample_0219,scania,0,unit_0219,187.399994,107.599998,0,0,24,72,168,336,0,0,0,0,0,0,0,scania_0_frame.npz
